codigo_efisco|posicao|faixa|origem|grupo_efisco|classe_efisco|tem_medida|medidas_consulta|item_efisco|top1_catmat|top1_classe|correto_catmat|correto_classe|mesmo_pdm_top1_correto|movimento
530324-9|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|False||PRODUTOS DE NUTRICAO PARA DEMANDA JUDICIAL - DO TIPO FORMULA INFANTIL HIPOALERGENICA,MARCA APTAMIL PROEXPERT PEPTI, DANONE,A BASE DE PROTEINA DO SORO DO LEITE, PARA LACTENTES E CRIANCAS COM ALERGIA AO LEITE DE VACA E SOJA, COM ADICAO DE PREBIOTICOS, ACIDOS GRAXOS DE CADEIA LONGA E NUCLEOTIDEOS, ISENTO DE SACAROSE, FRUTOSE E GLUTEN, APRESENTACAO EM PO, ACONDICIONADO EM LATA|DIETA INFANTIL, INDICAÇÃO: 0 A 12 MESES , ASPECTO FÍSICO: PÓ , USO: ENTERAL OU ORAL , FONTE DE PROTEÍNA: PTN HIDROLISADA SORO LEITE , FONTE DE CARBOIDRATO: MALTODEXTRINA E/OU LACTOSE E/OU AMIDO , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS , COMPONENTES ADICIONAIS: VIT.,MIN.E FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN,SACAROSE E FRUTOSE , ADICIONAIS:  C/ LC PUFAS,PREBIÓTICOS |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA INFANTIL, INDICAÇÃO: 0 A 36 MESES , ASPECTO FÍSICO: PÓ , USO: ENTERAL OU ORAL , FONTE DE PROTEÍNA: PTN HIDROLISADA SORO LEITE , FONTE DE CARBOIDRATO: MALTODEXTRINA E/OU LACTOSE E/OU AMIDO , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS E/OU TCM , COMPONENTES ADICIONAIS: VIT.,MIN.E FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN , ADICIONAIS: C/ ÁCIDOS GRAXOS ESSENCIAIS , SABOR: C/ OU S/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|True|entrou
530374-5|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|False||PRODUTOS DE NUTRICAO PARA DEMANDA JUDICIAL - ALIMENTO PARA DIETA ENTERAL OU ORAL, NUTRICIONALMENTE COMPLETA, PARA LACTENTES E CRIANCAS DE PRIMEIRA INFANCIA,MARCA INFATRINI, DANONE,BEBIDA HIPERCALORICA, CONTEM LCPUFAS (ARA/DHA), NUCLEOTIDEOS, BETA-CAROTENO, PREBIOTICOS (GOS/FOS), ISENTA DE SACAROSE, NAO CONTEM GLUTEN, APRESENTACAO LIQUIDA,  ACONDICIONADA EM FRASCO|DIETA ENTERAL, ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , CARACTERÍSTICAS: HIPERCALÓRICA E HIPOPROTÉICA , FONTE DE PROTEÍNA: CASEINATO , FONTE DE CARBOIDRATO: MALTODEXTRINA , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS E TCM , COMPONENTES ADICIONAIS: AA'S,VIT.,MINERAIS , CARACTERÍSTICAS ADICIONAIS: ISENTO SACAROSE,LACTOSE,GLÚTEN,FIBRAS , SABOR: C/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA INFANTIL, INDICAÇÃO: 0 A 12 MESES , ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , CARACTERÍSTICA: HIPERCALÓRICO , FONTE DE PROTEÍNA: CASEINATO , FONTE DE CARBOIDRATO: MALTODEXTRINA E/OU SACAROSE , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS , COMPONENTES ADICIONAIS: AA'S,VIT.,MINERAIS,FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN,LACTOSE |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|False|entrou
504719-6|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|PRODUTOS E INSUMOS PARA DIETAS ESPECIAIS|False||ALIMENTO PARA DIETA ENTERAL OU ORAL - FORMULA PARA NUTRICAO ENTERAL,PARA CRIANCA DE 01 A 10 ANOS,ISENTO DE GLUTEN E SEM ADICAO DE LACTOSE, COM FIBRAS,SABORES DIVERSOS,HIPERCALORICO, NORMOPROTEICO,EMBALAGEM APROPRIADA|DIETA INFANTIL, INDICAÇÃO: 1 A 6 ANOS , ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , CARACTERÍSTICA: HIPERCALÓRICO,NORMOPROTEICO , FONTE DE PROTEÍNA: SORO LEITE E CASEÍNA , FONTE DE CARBOIDRATO: MALTODEXTRINA , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS , COMPONENTES ADICIONAIS: VIT.,MIN.E FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN E LACT.E/OU SACAROSE , SABOR: C/ OU S/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA INFANTIL, INDICAÇÃO: 1 A 12 ANOS , ASPECTO FÍSICO: LÍQUIDO , USO: ENTERAL OU ORAL , CARACTERÍSTICA: HIPERCALÓRICO , FONTE DE PROTEÍNA: CASEINATO OU CONCENTRADO PROTEICO SORO LEITE , FONTE DE CARBOIDRATO: MALTODEXTRINA,SACAROSE , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS E/OU TCM , COMPONENTES ADICIONAIS: AA'S,VIT.,MINERAIS,FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN,LACTOSE , SABOR: C/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|True|entrou
155290-2|1.0|1|big_data|ARTIGOS DE HIGIENE|PRODUTOS PARA HIGIENE PESSOAL|False||FRALDA DESCARTAVEL - COMPOSTA DE COBERTURA INTERNA DE FALSO TECIDO, PELICULA ANTI UMIDADE, POLPA E FLOCOS ABSORVENTES, ADESIVOS TERMOPLASTICOS,FIOS ELASTICOS, COBERTURA EXTERNA IMPERMEAVEL, ELASTICOS NAS PERNAS E FITAS ADESIVAS LATERAIS, PARA USO INFANTIL, DESCARTAVEL E DE FORMATO ANATOMICO,COM APRESENTACAO EM UNIDADES, NO TAMANHO MEDIO UNISSEX, E SUAS CONDICOES DEVERAM ESTAR DE ACORDO COM A LEGISLACAO VIGENTE, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, LOTE E REGISTRO DO MS|FRALDA DESCARTÁVEL, TIPO FIXAÇÃO: CINTURA ELÁSTICA AJUSTÁVEL, TIPO CALCINHA , TAMANHO: INFANTIL MÉDIO , MATERIAL: TELA POLÍMERICA E NÚCLEO ABSORVENTE , REVESTIMENTO EXTERNO: IMPERMEÁVEL , CARACTERÍSTICA ADICIONAL: BARREIRA ANTIVAZAMENTO |VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|FRALDA DESCARTÁVEL, TIPO FIXAÇÃO: CINTURA ELÁSTICA AJUSTÁVEL, TIPO CALCINHA , TAMANHO: INFANTIL MÉDIO , MATERIAL: TELA POLÍMERICA E NÚCLEO ABSORVENTE , REVESTIMENTO EXTERNO: IMPERMEÁVEL , CARACTERÍSTICA ADICIONAL: BARREIRA ANTIVAZAMENTO |VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|True|entrou
270974-0|3.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|False||ESCOVA GINECOLOGICA - ESCOVA GINECOLOGICA CERVICAL,  PARA COLETA CITOLOGICA - COMPOSTO POR NYLON COM HASTES LONGAS,EXTREMIDADE FLEXIVEL E CERDAS MACIAS, ESTERIL DESCARTAVEL, APRESENTACAO NORMAS DO M.S.|ESCOVA LIMPEZA - CME, APLICAÇÃO: P/ ENDOSCÓPIO , MATERIAL CERDAS: CERDAS DE NYLON , PONTA ATIVA: EM UMA DAS EXTREMIDADES , DIÂMETRO PONTA: CERCA DE 2 MM, HASTE: HASTE FLEXÍVEL , COMPRIMENTO TOTAL: CERCA DE 100 CM, TIPO USO: DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ESCOVA ENDOCERVICAL, MATERIAL CABO: PLÁSTICO , MATERIAL CERDA: MICROCERDAS EM NYLON, PONTA DA ESCOVA CÔNICA , COMPRIMENTO: CABO CERCA DE 16 A 18 CM E CERDAS CERCA DE 2 CM , CARACTERÍSTICAS ADICIONAIS: DESCARTÁVEL, ATÓXICA |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
417091-1|1.0|1|big_data|EQUIPAMENTOS E MATERIAIS PARA EXPERIENCIA EM LABORATORIO ESCOLAR, RECREACAO E DESPORTO|EQUIPAMENTOS ESPORTIVOS E EDUCATIVOS|True|{'MM': {150.0}, 'G': {12000.0}}|HALTERES - DE ACO INOXIDAVEL  ABNT 304,COM BARRA REDONDA DE 1 1/8 DE POLEGADAS, 150MM DE COMPRIMENTO, RECARTILHADA,TIPO DUMBELL, COM DUAS PASTILHAS RECOBERTAS DE BORRACHA PESANDO 12 KG|HALTERE, MATERIAL: BORRACHA , TIPO: MACIÇO , FORMA: REDONDA , PESO: 12 KG, APLICAÇÃO: GINÁSTICA E TREINAMENTO DESPORTIVO |EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO|HALTERE, MATERIAL: BORRACHA , TIPO: MACIÇO , FORMA: REDONDA , PESO: 12 KG, APLICAÇÃO: GINÁSTICA E TREINAMENTO DESPORTIVO |EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO|True|entrou
192503-2|1.0|1|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {700.0, 20.0}}|FIO DE SUTURA POLIGLACTINA - POLIGLACTINA, ESTERIL,, CALIBRE 3-0, COM AGULHA CILINDRICA, 1/2 DE CIRCULO E 2,0 CM, COMPRIMENTO DO FIO,70CM, GASTRINTESTINAL, APRESENTACAO EM ENVELOPE. ROTULAGEM CONFORME LEGISLACAO VIGENTE.|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIGLACTINA VIOLETA , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIGLACTINA VIOLETA , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
226671-7|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {450.0}}|FIO DE NYLON - FIO DE NYLON, ESTERIL, COM AGULHA Nº 5, COM 45CM, ACONDICIONADO INDIVIDUALMENTE|FIO DE SUTURA AGULHADO, MATERIAL FIO: NYLON / POLIAMIDA PRETO , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 5-0 , COMPRIMENTO FIO: CERCA DE 45 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CORTANTE REVERSA / INVERTIDA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIO DE SUTURA AGULHADO, MATERIAL FIO: NYLON / POLIAMIDA PRETO , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 5-0 , COMPRIMENTO FIO: CERCA DE 45 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CORTANTE REVERSA / INVERTIDA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
155841-2|1.0|1|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {35.0, 1500.0}, 'ML': {31000.0}}|FIO DE SUTURA CATGUT - ESTERIL, CROMADO, CALIBRE 3-0, 1 AGULHA CILINDRICA, AGULHA DE 3,5 CM, 1/2 CIRCULO, FIO COM 150 CM, ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO DADOS DE VALIDADE, LOTE E REGISTRO DO MS, APRESENTACAO CONFORME DEC. LEI 79094/77 COMBINADO COM O ART.31 L.8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA|FIO DE SUTURA AGULHADO, MATERIAL FIO: CATGUT CROMADO , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA ROBUSTA , COMPRIMENTO AGULHA: CERCA DE 35 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIO DE SUTURA AGULHADO, MATERIAL FIO: CATGUT CROMADO , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA ROBUSTA , COMPRIMENTO AGULHA: CERCA DE 35 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
395718-7|3.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSUMOS PARA EQUIPAMENTOS MEDICO HOSPITALARES|True|{'MM': {1950.0, 2.9, 3.2, 30.0}}|BASKETS - EM ACO CIRURGICO,COMPRIMENTO UTIL 195,00 CM, DIAMETRO DE ABERTURA DA CESTA 30.00MM, CANAL DE TRABALHO 3.2MM, DIAMETRO PORCAO INSERCAO 2.9MM,BASKET ACOPLADO EM LITOTRIPTOR MECANICO, ROTATORIO, USO UNICO, ESTERIL, CONSTRUCAO DUPLA CAMISA, CONEXAO LUER PARA INJECAO DE CONTRASTE,COMPATIVEL COM DUODENOSCOPIO|PAPILÓTOMO, LÚMEN: DUPLO , TIPO PONTA: C/ PONTA AGULHA , COMPRIMENTO CORTE: CERCA DE 15 MM, FIO GUIA: S/ FIO GUIA , COMPATIBILIDADE: P/ CANAL DE TRABALHO CERCA DE 2,8 MM X 200 CM , PEÇA DE MÃO: MANOPLA C/ CONEXÃO P/ BISTURI ELÉTRICO , APLICAÇÃO: P/ COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|INSTRUMENTAL P/ ENDOSCÓPIO, TIPO: ALÇA POLIPECTOMIA , TIPO PONTA: OVAL , TIPO FIO: FIO AÇO INOXIDÁVEL, MONOFILAMENTAR , DIÂMETRO PONTA: CERCA DE 30 MM, DIMENSÃO: P/ CANAL CERCA DE 3,2 MM X 230 CM , HASTE: HASTE ISOLADA , COMPONENTE 2: MANOPLA C/ CONEXÃO P/ BISTURI ELÉTRICO , ESTERILIDADE: ESTERILIZÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
250850-8|3.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|False||MASCARA FACIAL - PARA VENTILACAO NAO INVASIVA EM SILICONE, COM COXIM INFLAVEL, ADPTAVEL A VALV.DE SEGURANCA, RESISTENTE AOS PROCESSOS USUAIS DE ESTERILIZACAO, ANATOMICO, SEM REBARBAS, JOELHOS OU CONECTORES C/DISPOSITIVO EM ACO INOXIDAVEL P/FIX.DE PRESILHA, CONSTITUIDO DE POSSIBILITA ADMINISTRAR AR ENRIQUECIDO COM OXIGENIO ATRAVES DE ORIFICIO DE ENTRADA, ADULTO, NUMERO 4, COM ACESSORIOS PRESILHA DE FIXACAO, COM GARANTIA E ASSISTENCIA TECNICA|MÁSCARA GASOTERAPIA, APLICAÇÃO: MÚLTIPLA FUNÇÃO , MODELO: FACIAL OVAL , MATERIAL: CÚPULA EM PLÁSTICO RÍGIDO , TIPO BORDA: COXIM INFLÁVEL EM PLÁSTICO , TAMANHO: ADULTO G , TIPO CONECTOR: CONECTOR PADRÃO , ADICIONAIS: C/ PRESILHA |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|MATERIAL P/ VNI - CPAP / BIPAP, TIPO 1: MÁSCARA NASAL , TIPO BORDA: COXIM SILICONE , TAMANHO*: INFANTIL M , TIPO CONECTOR: GIRATÓRIO , TIPO FIXAÇÃO: FIXADOR AJUSTÁVEL , APRESENTAÇÃO: CONJUNTO COMPLETO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
530551-9|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|False||PRODUTOS DE NUTRICAO PARA DEMANDA JUDICIAL - DO TIPO ALIMENTO EM PO,MARCA  MMA/PA ANAMIX INFANT, DANONE,PARA LACTENTES DE 0 A 12 MESES DE IDADE,COM RESTRICAO DE METIONINA, TREONINA, VALINA E COM BAIXO TEOR DE ISOLEUCINA, NAO CONTEM GLUTEN, ACONDICIONADO EM LATA|DIETA ENTERAL, INDICAÇÃO: ACIDEMIAS ORGÂNICAS , ASPECTO FÍSICO: PÓ , USO: ENTERAL OU ORAL , FONTE DE PROTEÍNA: À BASE DE AA'S , FONTE DE CARBOIDRATO: MALTODEXTRINA , COMPONENTES ADICIONAIS: VITAMINAS E MINERAIS , CARACTERÍSTICAS ADICIONAIS: ISENTO ISOLEUCINA,METIONINA,TREONINA E VALINA , FAIXA: 0 A 1 ANO |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA ENTERAL, INDICAÇÃO: ACIDEMIAS ORGÂNICAS , ASPECTO FÍSICO: PÓ , USO: ENTERAL OU ORAL , FONTE DE PROTEÍNA: À BASE DE AA'S , FONTE DE CARBOIDRATO: MALTODEXTRINA , COMPONENTES ADICIONAIS: VITAMINAS E MINERAIS , CARACTERÍSTICAS ADICIONAIS: ISENTO ISOLEUCINA,METIONINA,TREONINA E VALINA , FAIXA: 0 A 1 ANO |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|True|entrou
607220-8|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|False||MATERIAIS MEDICO-HOSPITALARES PARA DEMANDA JUDICIAL - DO TIPO COLA DE SILICONE,MARCA PROVOX SILICONE GLUE|COLA, COMPOSIÇÃO: SILICONE , COR: INCOLOR , CARACTERÍSTICAS ADICIONAIS: Frasco 100ML , TIPO: LÍQUIDO |ADESIVOS|COLA, COMPOSIÇÃO: SILICONE , COR: INCOLOR , CARACTERÍSTICAS ADICIONAIS: Frasco 100ML , TIPO: LÍQUIDO |ADESIVOS|True|entrou
510885-3|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|True|{'G': {0.4}}|MEDICAMENTO PARA DEMANDA JUDICIAL - NOME COMERCIAL VOTRIENT,PRINCIPIO ATIVO CLORIDRATO DE PAZOPANIBE,CONCENTRACAO/DOSAGEM 400 MG,FORMA FARMACEUTICA COMPRIMIDO REVESTIDO,VIA DE ADMINISTRACAO ORAL|PAZOPANIBE, CONCENTRAÇÃO: 400 MG|DROGAS E MEDICAMENTOS|PAZOPANIBE, CONCENTRAÇÃO: 400 MG|DROGAS E MEDICAMENTOS|True|entrou
327893-0|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {90.0}, 'FR': {10.0}, 'ML': {31000.0}}|PROTESE BILIAR - EM PLASTICO, RIGIDA, TIPO AMSTERDAM, ACOMPANHADO DO CONJUNTO APLICADOR  (SET INTRODUTOR),DIAMETRO DA PROTESE DE 10FR,09CM DE COMPRIMENTO TOTAL,ESTERIL,USO UNICO,DESCARTAVEL,PARA USO EM VIA BILIAR DURANTE CPER,10,0 FR,RETA,EMBALADO INDIVIDUALMENTE,EM PAPEL GRAU CIRURGICO,ETC,APRESENTACAO DE ACORDO COM DECRETO LEI 79094/77 COMBINADO COM O ART.31 L.8078/90|ENDOPRÓTESE LUMINAL, TIPO: STENT , TIPO USO: BILIAR , COMPOSIÇÃO: POLÍMERO , SISTEMA DE IMPLANTE: C/ SISTEMA INTRODUTOR , DIMENSÕES: CERCA DE 10 FR X 5 A 15 CM, COMPONENTE I: ANCORADORES EXTERNOS NAS EXTREMIDADES , COMPONENTE II: C/ MARCAS RADIOPACAS , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ENDOPRÓTESE LUMINAL, TIPO: STENT , TIPO USO: BILIAR , COMPOSIÇÃO: POLÍMERO , SISTEMA DE IMPLANTE: C/ SISTEMA INTRODUTOR , DIMENSÕES: CERCA DE 10 FR X 5 A 15 CM, COMPONENTE I: ANCORADORES EXTERNOS NAS EXTREMIDADES , COMPONENTE II: C/ MARCAS RADIOPACAS , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
335961-1|2.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {25.4, 254.0, 127.0}}|ESCOVA PARA LIMPEZA DE MATERIAL - CERDAS EM NYLON, ANTIMICROBIANAS,CABO ANATOMICO EM PLASTICO,COMPRIMENTO DO CABO 25,40CM E CERDAS MEDINDO 2,54 X 12,70CM,PARA LIMPEZA DE ARTIGOS GRANDES,EMBALAGEM DE ACORDO COM NORMAS VIGENTES.|ESCOVA LIMPEZA - CME, APLICAÇÃO: P/ CANULADO , MATERIAL CERDAS: CERDAS DE NYLON , PONTA ATIVA: EM UMA DAS EXTREMIDADES , DIÂMETRO PONTA: CERCA DE 2 MM, HASTE: HASTE LIGA METÁLICA , COMPRIMENTO TOTAL: CERCA DE 25 CM, TIPO USO: REPROCESSÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ESCOVA LIMPEZA - CME, APLICAÇÃO: P/ CANULADO , MATERIAL CERDAS: CERDAS DE NYLON , PONTA ATIVA: EM UMA DAS EXTREMIDADES , DIÂMETRO PONTA: CERCA DE 3 MM, HASTE: HASTE LIGA METÁLICA , COMPRIMENTO TOTAL: CERCA DE 25 CM, TIPO USO: REPROCESSÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
